scene_id,scene_source_split,scene_partition,scene_has_progress,scene_complete,scene_energy_label,scene_type,instance_id,target_category,source_object_name,state,bad_polygon,usable_for_state_model,rgb_crop_relpath,depth_crop_relpath,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,overlay_dx,overlay_dy,reviewer,notes
kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize,train,train_candidate,1,1,none,office,lamp_1,lamp,lamp,unclear,0,0,crops/rgb/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__lamp_1.png,crops/depth/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__lamp_1.png,0,71,1,145,1,74,-114,79,-67,137,0,0,,
kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize,train,train_candidate,1,1,none,office,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__door_1.png,crops/depth/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__door_1.png,607,13,690,107,83,94,615,21,682,99,0,0,,
kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize,train,train_candidate,1,1,none,office,lamp_2,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__lamp_2.png,crops/depth/kv2__kinect2data__001068_2014-06-08_22-04-21_260595134347_rgbf000078-resize__lamp_2.png,305,37,339,103,34,66,313,45,331,95,0,0,,
kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize,train,train_candidate,1,1,none,office,door_1,door,door,unclear,0,0,crops/rgb/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__door_1.png,crops/depth/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__door_1.png,707,0,730,267,23,267,715,-2,838,259,0,0,,
kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize,train,train_candidate,1,1,none,office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__monitor_or_tv_1.png,171,18,325,127,154,109,179,26,317,119,0,0,,
kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize,train,train_candidate,1,1,none,office,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__lamp_1.png,crops/depth/kv2__kinect2data__001096_2014-06-15_17-42-27_260595134347_rgbf000136-resize__lamp_1.png,373,2,422,145,49,143,381,10,414,137,0,0,,
kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize,train,train_candidate,1,1,none,living_room,monitor_or_tv_1,monitor_or_tv,television,off,0,1,crops/rgb/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__monitor_or_tv_1.png,222,49,349,142,127,93,230,57,341,134,0,0,,
kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize,train,train_candidate,1,1,none,living_room,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__door_1.png,crops/depth/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__door_1.png,384,0,501,208,117,208,392,-1,493,200,0,0,,
kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize,train,train_candidate,1,1,none,living_room,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__lamp_1.png,crops/depth/kv2__kinect2data__001111_2014-06-15_17-27-08_260595134347_rgbf000164-resize__lamp_1.png,651,0,705,124,54,124,659,-1,697,116,0,0,,
kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize,train,train_candidate,1,1,none,furniture_store,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__monitor_or_tv_1.png,209,160,276,211,67,51,217,168,268,203,0,0,,
kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize,train,train_candidate,1,1,none,furniture_store,door_1,door,door,unclear,0,0,crops/rgb/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__door_1.png,crops/depth/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__door_1.png,0,147,59,242,59,95,3,155,51,234,0,0,,
kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize,train,train_candidate,1,1,none,furniture_store,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__lamp_1.png,crops/depth/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__lamp_1.png,277,140,325,199,48,59,285,148,317,191,0,0,,
kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize,train,train_candidate,1,1,none,furniture_store,door_2,door,door,closed,0,1,crops/rgb/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__door_2.png,crops/depth/kv2__kinect2data__001683_2014-06-26_19-14-58_260595134347_rgbf000042-resize__door_2.png,489,34,730,400,241,366,497,42,834,392,0,0,,
kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize,train,train_candidate,1,1,none,furniture_store,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__monitor_or_tv_1.png,13,131,177,252,164,121,21,139,169,244,0,0,,
kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize,train,train_candidate,1,1,none,furniture_store,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__lamp_1.png,crops/depth/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__lamp_1.png,131,53,230,222,99,169,139,61,222,214,0,0,,
kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize,train,train_candidate,1,1,none,furniture_store,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__door_1.png,crops/depth/kv2__kinect2data__001684_2014-06-26_19-15-13_260595134347_rgbf000103-resize__door_1.png,646,0,730,377,84,377,654,-8,834,369,0,0,,
kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize__door_1.png,crops/depth/kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize__door_1.png,454,36,575,244,121,208,462.0,44.0,567.0,236.0,0.0,0.0,,
kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize__lamp_1.png,crops/depth/kv2__kinect2data__002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize__lamp_1.png,282,71,414,196,132,125,290.0,79.0,406.0,188.0,0.0,0.0,,
kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__door_1.png,crops/depth/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__door_1.png,287,0,391,201,104,201,295.0,4.0,383.0,193.0,0.0,0.0,,
kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__lamp_1.png,crops/depth/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__lamp_1.png,129,23,242,170,113,147,137.0,31.0,234.0,162.0,0.0,0.0,,
kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize__monitor_or_tv_1.png,0,0,69,318,69,318,-115.0,-5.0,61.0,310.0,0.0,0.0,,
kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,train,train_candidate,1,1,none,furniture_store,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__door_1.png,crops/depth/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__door_1.png,0,0,137,368,137,368,-115.0,-3.0,129.0,360.0,0.0,0.0,,
kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,train,train_candidate,1,1,none,furniture_store,door_2,door,door,unclear,0,0,crops/rgb/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__door_2.png,crops/depth/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__door_2.png,0,78,1,383,1,305,-115.0,86.0,-37.0,375.0,0.0,0.0,,
kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,train,train_candidate,1,1,none,furniture_store,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__monitor_or_tv_1.png,139,111,225,203,86,92,147.0,119.0,217.0,195.0,0.0,0.0,,
kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,train,train_candidate,1,1,none,furniture_store,lamp_1,lamp,lamp,unclear,1,0,crops/rgb/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__lamp_1.png,crops/depth/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__lamp_1.png,328,109,365,147,37,38,336.0,117.0,357.0,139.0,0.0,0.0,,
kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize,train,train_candidate,1,1,none,furniture_store,lamp_2,lamp,lamp,off,0,1,crops/rgb/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__lamp_2.png,crops/depth/kv2__kinect2data__002452_2014-06-28_20-33-54_260595134347_rgbf000018-resize__lamp_2.png,333,97,403,209,70,112,341.0,105.0,395.0,201.0,0.0,0.0,,
kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize,train,train_candidate,1,1,possible_unnecessary_lighting,furniture_store,door_1,door,door,closed,0,1,crops/rgb/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__door_1.png,crops/depth/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__door_1.png,146,0,266,286,120,286,154,1,258,278,0,0,,
kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize,train,train_candidate,1,1,possible_unnecessary_lighting,furniture_store,lamp_1,lamp,lamp,unclear,0,0,crops/rgb/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__lamp_1.png,crops/depth/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__lamp_1.png,693,78,730,169,37,91,701,86,839,161,0,0,,
kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize,train,train_candidate,1,1,possible_unnecessary_lighting,furniture_store,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__monitor_or_tv_1.png,crops/depth/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__monitor_or_tv_1.png,0,74,34,268,34,194,-111,82,26,260,0,0,,
kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize,train,train_candidate,1,1,possible_unnecessary_lighting,furniture_store,lamp_2,lamp,lamp,on,0,1,crops/rgb/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__lamp_2.png,crops/depth/kv2__kinect2data__003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize__lamp_2.png,319,141,357,177,38,36,327,149,349,169,0,0,,
realsense__lg__2014_10_27-15_41_09-1311000073,train,train_candidate,1,1,possible_unnecessary_lighting,rest_space,monitor_or_tv_1,monitor_or_tv,television,unclear,1,0,crops/rgb/realsense__lg__2014_10_27-15_41_09-1311000073__monitor_or_tv_1.png,crops/depth/realsense__lg__2014_10_27-15_41_09-1311000073__monitor_or_tv_1.png,680,0,681,33,1,33,714.0,-5.0,798.0,25.0,0.0,0.0,,
realsense__lg__2014_10_27-15_41_09-1311000073,train,train_candidate,1,1,possible_unnecessary_lighting,rest_space,door_1,door,door,closed,0,1,crops/rgb/realsense__lg__2014_10_27-15_41_09-1311000073__door_1.png,crops/depth/realsense__lg__2014_10_27-15_41_09-1311000073__door_1.png,606,0,655,129,49,129,614.0,-3.0,647.0,121.0,0.0,0.0,,
realsense__lg__2014_10_27-15_41_09-1311000073,train,train_candidate,1,1,possible_unnecessary_lighting,rest_space,lamp_1,lamp,lamp,on,0,1,crops/rgb/realsense__lg__2014_10_27-15_41_09-1311000073__lamp_1.png,crops/depth/realsense__lg__2014_10_27-15_41_09-1311000073__lamp_1.png,503,0,552,129,49,129,511.0,6.0,544.0,121.0,0.0,0.0,,
xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,monitor_or_tv_1,monitor_or_tv,television,off,0,1,crops/rgb/xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628__monitor_or_tv_1.png,,0,221,182,413,182,192,-9,229,174,405,0,0,,
xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,door_1,door,door,closed,0,1,crops/rgb/xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628__door_1.png,,486,146,591,441,105,295,494,154,591,465,0,0,,
xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/xtion__sun3ddata__Portland_hotel__Portland_hotel__0000634-000021215628__lamp_1.png,,451,237,520,323,69,86,459,245,512,315,0,0,,
xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998,val,train_candidate,1,1,none,living_room,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__monitor_or_tv_1.png,crops/depth/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__monitor_or_tv_1.png,92,172,237,306,145,134,100,180,229,298,0,0,,
xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998,val,train_candidate,1,1,none,living_room,door_1,door,door,closed,0,1,crops/rgb/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__door_1.png,crops/depth/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__door_1.png,531,0,591,275,60,275,539,-13,622,267,0,0,,
xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998,val,train_candidate,1,1,none,living_room,lamp_1,lamp,lamp,off,0,1,crops/rgb/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__lamp_1.png,crops/depth/xtion__sun3ddata__home_md__home_md_scan4_2012_july_29__0002005-000310822998__lamp_1.png,60,252,115,325,55,73,68,260,107,317,0,0,,
xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,door_1,door,door,closed,0,1,crops/rgb/xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064__door_1.png,,287,0,330,233,43,233,295,-14,322,225,0,0,,
xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064__monitor_or_tv_1.png,,102,8,197,117,95,109,110,16,189,109,0,0,,
xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064,val,train_candidate,1,1,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0000504-000016892064__lamp_1.png,,0,0,58,441,58,441,-15,-15,50,436,0,0,,
xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0001910-000064049076,val,train_candidate,1,0,possible_unnecessary_lighting,bedroom,door_1,door,door,unknown,1,0,crops/rgb/xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0001910-000064049076__door_1.png,,222,55,280,288,58,233,230,63,272,280,0,0,,
xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0001910-000064049076,val,train_candidate,1,0,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/xtion__sun3ddata__hotel_florence_ant__hotel_room_florence_scan1_2012_oct_09__0001910-000064049076__lamp_1.png,,346,49,452,413,106,364,354,57,444,405,0,0,,
xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777,val,train_candidate,1,0,none,bedroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777__lamp_1.png,,91,256,188,441,97,185,99,264,180,463,0,0,,
xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777,val,train_candidate,1,0,none,bedroom,door_1,door,door,closed,0,1,crops/rgb/xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777__door_1.png,,423,230,526,441,103,211,431,238,518,451,0,0,,
xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777,val,train_candidate,1,0,none,bedroom,door_2,door,door,unknown,1,0,crops/rgb/xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777__door_2.png,,579,203,591,441,12,238,587,211,626,462,0,0,,
xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777,val,train_candidate,1,0,none,bedroom,monitor_or_tv_1,monitor_or_tv,monitor,unclear,0,0,crops/rgb/xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0000457-000015397777__monitor_or_tv_1.png,,395,244,425,304,30,60,403,252,417,296,0,0,,
xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0009216-000308964421,val,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_1,door,door,open,0,1,crops/rgb/xtion__sun3ddata__hotel_pedraza__hotel_room_pedraza_2012_nov_25__0009216-000308964421__door_1.png,,0,0,91,441,91,441,-9,-19,83,464,0,0,,
xtion__sun3ddata__mit_32_d460__d460-1__0002626-000087979500,test,train_candidate,1,1,none,office,door_1,door,door,closed,0,1,crops/rgb/xtion__sun3ddata__mit_32_d460__d460-1__0002626-000087979500__door_1.png,,0,42,114,394,114,352,-9,50,106,386,0,0,,
xtion__sun3ddata__mit_32_d460__d460-1__0002626-000087979500,test,train_candidate,1,1,none,office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/xtion__sun3ddata__mit_32_d460__d460-1__0002626-000087979500__monitor_or_tv_1.png,,423,338,591,441,168,103,431,346,603,463,0,0,,
xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808,test,train_candidate,1,0,possible_unnecessary_lighting,office,door_1,door,door,unknown,1,0,crops/rgb/xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808__door_1.png,,515,42,575,113,60,71,523,50,567,105,0,0,,
xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808,test,train_candidate,1,0,possible_unnecessary_lighting,office,lamp_1,lamp,lamp,on,0,1,crops/rgb/xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808__lamp_1.png,,451,361,571,441,120,80,459,369,563,464,0,0,,
xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808,test,train_candidate,1,0,possible_unnecessary_lighting,office,lamp_2,lamp,lamp,on,0,1,crops/rgb/xtion__sun3ddata__mit_32_lounge_d429__d4_lounge_1__0001239-000041492808__lamp_2.png,,106,149,171,208,65,59,114,157,163,200,0,0,,
kv1__NYUdata__NYU0029,train,train_candidate,1,1,none,office,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0029__door_1.png,crops/depth/kv1__NYUdata__NYU0029__door_1.png,0,85,76,330,76,245,1,93,68,322,0,0,,
kv1__NYUdata__NYU0029,train,train_candidate,1,1,none,office,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0029__door_2.png,crops/depth/kv1__NYUdata__NYU0029__door_2.png,421,71,560,354,139,283,429,79,552,346,0,0,,
kv1__NYUdata__NYU0029,train,train_candidate,1,1,none,office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0029__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0029__monitor_or_tv_1.png,238,198,402,364,164,166,246,206,394,356,0,0,,
kv1__NYUdata__NYU0030,train,train_candidate,1,1,none,office,door_1,door,door,closed,1,0,crops/rgb/kv1__NYUdata__NYU0030__door_1.png,crops/depth/kv1__NYUdata__NYU0030__door_1.png,488,77,561,363,73,286,496,85,561,355,0,0,,
kv1__NYUdata__NYU0030,train,train_candidate,1,1,none,office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0030__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0030__monitor_or_tv_1.png,110,209,180,273,70,64,118,217,172,265,0,0,,
kv1__NYUdata__NYU0030,train,train_candidate,1,1,none,office,monitor_or_tv_2,monitor_or_tv,monitor,unclear,0,0,crops/rgb/kv1__NYUdata__NYU0030__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0030__monitor_or_tv_2.png,18,199,58,270,40,71,26,207,50,262,0,0,,
kv1__NYUdata__NYU0052,train,train_candidate,1,1,possible_unnecessary_lighting,living_room,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0052__door_1.png,crops/depth/kv1__NYUdata__NYU0052__door_1.png,0,27,69,288,69,261,1.0,35.0,61.0,280.0,0.0,0.0,,
kv1__NYUdata__NYU0052,train,train_candidate,1,1,possible_unnecessary_lighting,living_room,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0052__lamp_1.png,crops/depth/kv1__NYUdata__NYU0052__lamp_1.png,357,4,538,427,181,423,365.0,12.0,530.0,427.0,0.0,0.0,,
kv1__NYUdata__NYU0062,train,train_candidate,1,1,none,bedroom,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0062__door_1.png,crops/depth/kv1__NYUdata__NYU0062__door_1.png,360,0,561,427,201,427,368.0,1.0,561.0,427.0,0.0,0.0,,
kv1__NYUdata__NYU0062,train,train_candidate,1,1,none,bedroom,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0062__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0062__monitor_or_tv_1.png,0,0,251,222,251,222,1.0,1.0,243.0,214.0,0.0,0.0,,
kv1__NYUdata__NYU0121,train,train_candidate,1,1,none,cafeteria,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0121__door_1.png,crops/depth/kv1__NYUdata__NYU0121__door_1.png,383,110,482,237,99,127,391,118,474,229,0,0,,
kv1__NYUdata__NYU0121,train,train_candidate,1,1,none,cafeteria,monitor_or_tv_1,monitor_or_tv,monitor,unclear,0,0,crops/rgb/kv1__NYUdata__NYU0121__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0121__monitor_or_tv_1.png,217,216,361,306,144,90,225,224,353,298,0,0,,
kv1__NYUdata__NYU0121,train,train_candidate,1,1,none,cafeteria,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0121__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0121__monitor_or_tv_2.png,401,193,478,276,77,83,409,201,470,268,0,0,,
kv1__NYUdata__NYU0121,train,train_candidate,1,1,none,cafeteria,monitor_or_tv_3,monitor_or_tv,monitor,unclear,0,0,crops/rgb/kv1__NYUdata__NYU0121__monitor_or_tv_3.png,crops/depth/kv1__NYUdata__NYU0121__monitor_or_tv_3.png,78,210,228,306,150,96,86,218,220,298,0,0,,
kv1__NYUdata__NYU0156,train,train_candidate,1,1,multiple_possible_issues,living_room,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0156__lamp_1.png,crops/depth/kv1__NYUdata__NYU0156__lamp_1.png,0,0,56,339,56,339,1,1,48,331,0,0,,
kv1__NYUdata__NYU0156,train,train_candidate,1,1,multiple_possible_issues,living_room,monitor_or_tv_1,monitor_or_tv,tv,on,0,1,crops/rgb/kv1__NYUdata__NYU0156__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0156__monitor_or_tv_1.png,212,188,377,308,165,120,220,196,369,300,0,0,,
kv1__NYUdata__NYU0163,train,train_candidate,1,1,none,living_room,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0163__door_1.png,crops/depth/kv1__NYUdata__NYU0163__door_1.png,67,35,171,333,104,298,75,43,163,325,0,0,,
